link,area,year_built,rooms,floor,region,total_price,price_per_m2,has_elevator,has_parking,has_storage,is_new,is_renovated,has_balcony,good_light,luxury_keywords,has_doc
https://divar.ir/v/%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87-%D9%88%DB%8C%D9%88%D8%AF%D8%A7%D8%B1-%D8%A8%DB%8C%D9%86-%D8%B9%D8%AF%D9%84-%D9%88%D8%B3%D8%B1%D8%AF%D8%A7%D8%B1/Qa9VJPwy,90,1397,2,4,پونک,20000000000,222222000,1,1,1,0,0,0,1,0,1
https://divar.ir/v/%D9%BE%D9%88%D9%86%DA%A9-%DB%B3%DB%B9-%D9%85%D8%AA%D8%B1-%DB%B1-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%D8%B7%D8%A8%D9%82%D9%87-%D8%A7%D9%88%D9%84/QafSAOZ2,39,1395,1,391,پونک,9500000000,243589000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%D9%BE%D9%88%D9%86%DA%A9-%D8%A8%D9%84%D9%88%D8%A7%D8%B1%D8%B9%D8%AF%D9%84/QaaKriqI,85,1392,2,55,پونک,21000000000,247058000,1,1,1,0,0,0,0,1,0
https://divar.ir/v/%D9%BE%D9%88%D9%86%DA%A9-%DA%A9%D9%85%D8%A7%D9%84%DB%8C-%DB%B1%DB%B1%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C/QaWeObKs,115,1390,2,35,,30500000000,265217000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B6%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9-%D8%AE%D9%88%D8%A7%D8%A8-%DA%A9%D9%84%DB%8C%D8%AF-%D9%86%D8%AE%D9%88%D8%B1%D8%AF%D9%87-%D8%A8%D8%A7%DA%A9%D8%B3-%D9%BE%D9%88%D9%86%DA%A9/QahaNiAT,65,1404,1,3,,18500000000,284615000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B7%DB%B5-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%D9%88%D9%86%DA%A9-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D9%87%D9%85%DA%A9%D9%81-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/Qa6ZCtPZ,75,1386,2,752342500,,14150000000,188666000,0,1,1,0,0,0,0,0,0
https://divar.ir/v/%D9%BE%D9%88%D9%86%DA%A9-%DA%A9%D9%85%D8%A7%D9%84%DB%8C-%DB%B1%DB%B3%DB%B5-%D9%85%D8%AA%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%B1%D9%81/QahuX9hY,135,1397,3,135,,34900000000,258518000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B6%DB%B0%D9%85%D8%AA%D8%B1-%D8%AF%D9%88-%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF/QaOadje7,160,1404,3,,پونک,45000000000,281250000,1,1,1,0,0,0,1,0,1
https://divar.ir/v/%DB%B1%DB%B1%DB%B6%D9%85%D8%AA%D8%B1-%DB%B2%D8%AE-%D8%B1%D9%88-%D8%A8%D9%87-%D8%A2%D9%81%D8%AA%D8%A7%D8%A8-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D8%AA%DA%A9%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DA%A9%D9%85%D8%A7%D9%84%DB%8C/QafOChfs,116,1393,2,45,پونک,30000000000,258620000,1,1,1,0,0,0,0,0,1
https://divar.ir/v/106%D9%85%D8%AA%D8%B1-6%D8%B3%D8%A7%D9%84%D9%87-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D9%85%D8%AE%D8%A8%D8%B1%DB%8C-%D8%A8%D8%B5%D8%A7%D8%B1%D8%AA%DB%8C/QagWghWJ,106,1398,2,4,پونک,24000000000,226415000,1,1,1,0,0,1,1,0,1
https://divar.ir/v/%DB%B9%DB%B5-%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%AF%D8%B0%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%BE%D9%88%D9%86%DA%A9/Qag6WiNa,95,1391,2,4,,17900000000,188421000,1,1,1,0,0,0,0,0,0
