link,area,year_built,rooms,floor,region,total_price,price_per_m2,has_elevator,has_parking,has_storage,is_new,is_renovated,has_balcony,good_light,luxury_keywords,has_doc
https://divar.ir/v/%DB%B6%DB%B0%D9%85%D8%AA%D8%B1%DB%B1%D8%AE%D9%88%D8%A7%D8%A8-%D9%BE%D9%88%D9%86%DA%A9/QahmXa4I,60,1389,1,6011421300,,11500000000,191666000,0,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B2%DB%B5-%D9%85%D8%AA%D8%B1%DB%8C-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%D9%BE%D9%88%D9%86%DA%A9/QahmpQE4,125,1385,3,150125341820800000000,,20800000000,166400000,0,1,1,0,0,0,0,0,0
https://divar.ir/v/95%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D8%AA%D8%B1%D8%A7%D9%88%D8%B1%D8%AA%D9%86-%DA%A9%D9%85-%D9%88%D8%A7%D8%AD%D8%AF-%D9%BE%D9%88%D9%86%DA%A9/Qahel_0X,95,1395,2,3,,17200000000,181052000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B1%DB%B7-%D9%85%D8%AA%D8%B1-%D8%A8%D8%B1%D8%AC-%D8%A8%D8%A7%D8%BA-kamila-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%DB%B2%D9%88%DB%B3%D8%AE%D9%88%D8%A7%D8%A8/AaySN_px,117,1404,2,810,,10000,0,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B2%DB%B4%D9%85-%DB%B2%D8%AE-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%D8%AC%D9%86%D8%AA-%D8%A7%D8%A8%D8%A7%D8%AF/Qad6qDXV,124,1402,2,5,,27000000000,217741000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B9%DB%B3-%D9%85%D8%AA%D8%B1-%D9%BE%D9%88%D9%86%DA%A9-%D8%A7%D8%B4%D8%B1%D9%81%DB%8C-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86%DB%8C-%D8%AA%D8%B1%D8%A7%D9%88%D8%B1%D8%AA%D9%86/QaJOId5_,93,1395,2,15,,18900000000,203225000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%D9%88%D8%A7%D8%AD%D8%AF-%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-146-%D9%85%D8%AA%D8%B1%DB%8C-%D8%A8%D8%B1%D8%AC-%D8%B5%D8%A8%D8%A7-%D9%86%DB%8C%D8%A7%DB%8C%D8%B4/Qahe7b87,146,1404,3,205001466,,30000000000,205479000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%D9%BE%D9%88%D9%86%DA%A9-%DB%B1%DB%B0%DB%B3-%D9%85%D8%AA%D8%B1-%DB%B2-%D8%AE%D9%88%D8%A7%D8%A8%D9%87-%DA%A9%D9%85-%D9%88%D8%A7%D8%AD%D8%AF-%D9%88%DB%8C%D9%88%D8%AF%D8%A7%D8%B1/QaNtbAW8,103,1398,2,103212,,29000000000,281553000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%D9%BE%D9%88%D9%86%DA%A9-%D8%B3%D8%B1%D8%AF%D8%A7%D8%B1%D8%AC%D9%86%DA%AF%D9%84-%D8%A8%D9%87%D8%A7%D8%B1%D8%B4%D8%B1%D9%82%DB%8C/QafuOcLm,60,1404,1,601,پونک,17000000000,283333000,1,1,1,1,1,0,1,1,0
https://divar.ir/v/%D9%BE%D9%88%D9%86%DA%A9-%D9%85%D8%B1%D8%B2%D8%AF%D8%A7%D8%B1%D8%A7%D9%86-%DB%B1%DB%B9%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D9%85%D8%B4%D8%A7%D8%B9%D8%A7%D8%AA-%D8%A2%D8%A8%DB%8C/QadebNKJ,190,1389,3,55,پونک,35500000000,186842000,1,1,1,0,1,1,1,0,0
https://divar.ir/v/%D8%A2%D9%BE%D8%A7%D8%B1%D8%AA%D9%85%D8%A7%D9%86-%DB%B6%DB%B5%D9%85%D8%AA%D8%B1%DB%8C-%D9%86%D9%85%D8%A7-%D8%AA%D8%B1%D8%A7%D9%88%D8%B1%D8%AA%D9%86-%D9%BE%D9%88%D9%86%DA%A9-%D8%B4%D9%85%D8%A7%D9%84%DB%8C-%D8%A8%D8%A7%D8%B2%D8%B3%D8%A7%D8%B2%DB%8C-%D8%B4%D8%AF%D9%87/QahmFTaU,65,1390,2,652,پونک,10500000000,161538000,0,0,0,0,1,1,0,0,0
https://divar.ir/v/%DB%B1%DB%B4%DB%B0%D9%85%D8%AA%D8%B1-%D8%A8%D8%A7%DA%A9%D8%B3-%D8%B7%D9%84%D8%A7%D8%A6%DB%8C-%D9%BE%D9%88%D9%86%DA%A9/Qas5Xe5_,140,1401,3,1402023111,,35000000000,250000000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B5%DB%B0%D9%85%D8%AA%D8%B1-%D8%B3%D8%A7%D9%84%D9%86-%D9%BE%D8%B1%D8%AF%D9%87-%D8%AE%D9%88%D8%B1-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%A7%D8%A8%D9%87-%D9%BE%D9%88%D9%86%DA%A9/QahGGrDv,150,1403,3,4,,26000000000,173333000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B2%DB%B5%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%81%D9%88%D9%84-%D8%A8%D8%A7%DA%A9%D8%B3-%D9%BE%D9%88%D9%86%DA%A9/Qa3NCc--,125,1389,3,4,,28400000000,227200000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B1%DB%B7%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%DB%B2%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF-%D8%B3%D9%86%D8%AF%DB%8C-%D9%86%D9%85%D8%A7-%D8%AA%D8%B1%D8%A7%D9%88%D8%B1%D8%AA%D9%86/QaheWnDs,117,1394,3,45,,26500000000,226495000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%D9%BE%D9%88%D9%86%DA%A9-%D8%BA%D8%B1%D9%88%D8%B1%DB%8C-%DB%B1%DB%B4%DB%B7%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%DB%B2%D9%BE%D8%A7%D8%B1%DA%A9%DB%8C%D9%86%DA%AF/QaR2dQ7n,147,1404,3,1474231835,,39000000000,265306000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B3%DB%B1-%D9%85%D8%AA%D8%B1-%DB%B3%D8%AE%D9%88%D8%A7%D8%A8-%D8%AA%DA%A9-%D9%88%D8%A7%D8%AD%D8%AF%DB%8C-%D9%87%D9%85%DB%8C%D9%84%D8%A7-%D9%86%D9%87%D8%AC-%D8%A7%D9%84%D8%A8%D9%84%D8%A7%D8%BA%D9%87/Qa5xPYmQ,131,1396,3,34,,32000000000,244274000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B5%DB%B0-%D9%85%D8%AA%D8%B1-%DB%B3-%D8%AE%D9%88%D8%A7%D8%A8-%D8%A8%D8%A7%DA%A9%D8%B3-%D9%BE%D9%88%D9%86%DA%A9-%D9%86%D9%88%D8%B1%DA%AF%DB%8C%D8%B1/QageAV2b,150,1385,3,5,,28000000000,186666000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B1%DB%B2%DB%B7%D9%85%D8%AA%D8%B1-%D9%86%D9%88%D8%B3%D8%A7%D8%B2-%D8%AF%D9%88-%DA%A9%D9%84%D9%87-%D9%86%D9%88%D8%B1-%D9%BE%D9%88%D9%86%DA%A9-%DA%A9%D9%85%D8%A7%D9%84%DB%8C/QaNG6BzU,127,1404,2,1,,39000000000,307086000,1,1,1,0,0,0,0,0,0
https://divar.ir/v/%DB%B5%DB%B9%D9%85%D8%AA%D8%B1-%D8%A7%D8%B4%D8%B1%D9%81%DB%8C-%D9%85%D8%B9%DB%8C%D9%86-%D8%B1%D9%88-%D8%A8%D9%87-%DA%A9%D9%88%DA%86%D9%87-%D8%AF%D8%B1-%DA%A9%D9%84-%DB%B6-%D9%88%D8%A7%D8%AD%D8%AF/Qac-1809,59,1387,1,7126,پونک,12550000000,212711000,1,1,0,0,1,1,0,0,1
https://divar.ir/v/%DB%B1%DB%B1%DB%B8-%D9%85%D8%AA%D8%B1-%D8%B3%D9%87-%D8%AE%D9%88%D8%A7%D8%A8-%D9%86%D9%85%D8%A7-%D8%AA%D8%B1%DA%A9%DB%8C%D8%A8%DB%8C-%D9%BE%D9%88%D9%86%DA%A9/QafW_HY_,118,1397,3,11865,پونک,28000000000,237288000,1,1,1,0,0,1,1,0,0
https://divar.ir/v/85-%D9%85%D8%AA%D8%B1-%D8%AA%D8%A7%D9%BE-%D9%84%D9%88%DA%A9%DB%8C%D8%B4%D9%86-%DB%B2%D8%AE%D9%88%D8%A7%D8%A8-%D9%81%D9%88%D9%84-%D8%A7%D9%85%DA%A9%D8%A7%D9%86%D8%A7%D8%AA-%D9%BE%D8%B1-%D8%B3%D9%88%D8%AF/QagihVNf,85,1388,2,8524,پونک,18500000000,217647000,1,1,1,0,0,0,1,0,0
https://divar.ir/v/%DB%B8%DB%B3-%D9%85%D8%AA%D8%B1-%D9%82%D9%84%D8%A8-%D9%BE%D9%88%D9%86%DA%A9-%D9%81%D8%B1%D9%88%D8%B4-%D9%81%D9%88%D8%B1%DB%8C-%D8%AE%D9%88%D8%B4-%D9%86%D9%82%D8%B4%D9%87/QahWagU8,83,1388,2,45,,18700000000,225301000,1,1,1,0,0,0,0,0,0
